시장/마트 번호,시장/마트 이름,품목 이름,가격(원),년도-월,점검일자,시장유형 구분(시장/마트) 코드,시장유형 구분(시장/마트) 이름,자치구 이름
212,노룬산골목시장,조기(국산냉동),1670,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,명태,3000,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,오징어,3000,18-Oct,2018-10-04,1,전통시장,광진구
212,노룬산골목시장,고등어(생물국산),2000,18-Oct,2018-10-04,1,전통시장,광진구
91,동원시장,사과(부사 300g),1250,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,배(신고 600g),4000,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,배추(2.5~3kg),5500,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,무(1kg),3500,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,양파(1.5kg망),3000,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,상추(100g),1500,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,오이(다다기),1000,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,호박(인큐베이터),2500,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,쇠고기(한우불고기),24000,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,돼지고기(생삼겹살),12600,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,닭고기(육계),4500,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,달걀(10개),2500,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,달걀(30개),5500,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,조기(냉동수입산),1500,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,명태(생물수입산),3000,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,오징어(냉동국산),2000,18-Oct,2018-10-04,1,전통시장,중랑구
91,동원시장,고등어(냉동수입산),2000,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,사과(부사 300g),1250,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,배(신고 600g),4000,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,배추(2.5~3kg),5000,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,무(1kg),3500,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,양파(1.5kg망),3000,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,상추(100g),1500,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,오이(다다기),1000,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,호박(인큐베이터),2000,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,쇠고기(한우불고기),24000,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,돼지고기(생삼겹살),13200,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,닭고기(육계),4500,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,달걀(10개),2500,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,달걀(30개),5000,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,조기(냉동수입산),1500,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,명태(냉동수입산),3000,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,오징어(생물국산),2000,18-Oct,2018-10-04,1,전통시장,중랑구
90,우림시장,고등어(냉동수입산),2000,18-Oct,2018-10-04,1,전통시장,중랑구
221,숭인시장,사과(부사 300g),2900,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,배(신고 600g),2630,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,배추(2.5~3kg),3000,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,무(1kg),1670,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,양파(1.5kg망),2500,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,상추,990,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,오이,900,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,애호박,1000,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,쇠고기(한우불고기),24000,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,돼지고기(삼겹살),13600,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,닭고기(중간),5000,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,달걀(10개),2000,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,달걀(30개),6000,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,조기(냉동수입산),5000,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,명태(러시아냉동),4000,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,오징어(생물국산),6000,18-Oct,2018-10-04,1,전통시장,강북구
221,숭인시장,고등어(생물국산),2500,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,사과(부사 300g),3000,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,배(신고 600g),3000,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,배추(2.5~3kg),5000,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,무(1kg),1500,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,양파(1.5kg망),2500,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,상추(100g),1500,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,오이(다다기),670,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,애호박,1500,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,쇠고기(한우2등급),21000,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,돼지고기(생삼겹살),12900,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,닭고기,5500,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,달걀(10개),2000,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,달걀(30개),6000,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,조기(냉동수입산),4000,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,명태(러시아냉동),5000,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,오징어(냉동국산),4000,18-Oct,2018-10-04,1,전통시장,강북구
66,수유재래시장,고등어(생물국산),3500,18-Oct,2018-10-04,1,전통시장,강북구
96,공릉동 도깨비시장,사과(부사 300g),3000,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,배(신고 600g),3000,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,배추(2.5~3kg),4000,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,무(1kg),3000,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,양파(1.5kg망),2500,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,상추,1000,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,오이(다다기),700,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,애호박,1000,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,쇠고기(한우불고기),24000,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,돼지고기(생삼겹살),14700,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,닭고기(육계),6000,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,달걀(왕란),2500,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,달걀(왕란),6000,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,조기(냉동수입산),5000,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,명태(러시아냉동),3000,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,오징어(생물국산),5000,18-Oct,2018-10-04,1,전통시장,노원구
96,공릉동 도깨비시장,고등어(생물국산),4000,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,사과(부사 300g),3000,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,배(신고 600g),3000,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,배추(2.5~3kg),5000,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,무(1kg),3000,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,양파(1.5kg망),2500,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,상추,900,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,오이(다다기),700,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,애호박,1000,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,쇠고기(한우불고기),25000,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,돼지고기(생삼겹살),13800,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,닭고기(육계),6000,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,달걀(왕란),3000,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,달걀(왕란),6500,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,조기(냉동수입산),6000,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,명태(러시아냉동),3000,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,오징어(생물국산),5000,18-Oct,2018-10-04,1,전통시장,노원구
210,상계중앙시장,고등어(생물국산),5000,18-Oct,2018-10-04,1,전통시장,노원구
49,대림시장,사과(부사 300g),1500,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,배,2000,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,배추,3000,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,무,2000,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,양파(1.5kg망),2500,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,상추(100g),1000,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,오이,500,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,호박(인큐베이터),1500,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,쇠고기(한우불고기),21000,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,돼지고기(삼겹살),13800,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,닭고기(육계),5500,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,달걀(10개),1830,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,달걀(30개),5500,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,조기(냉동수입산),2500,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,명태(러시아냉동),4000,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,오징어(냉동국산),4000,18-Oct,2018-10-04,1,전통시장,은평구
49,대림시장,고등어(생물국산),3000,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,사과(부사 300g),1500,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,배,2500,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,배추(2.5~3kg),4000,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,무,2000,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,양파(1.5kg망),2500,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,상추(100g),750,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,오이(다다기),500,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,호박(인큐베이터),1000,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,쇠고기(한우불고기),24800,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,돼지고기(삼겹살),13000,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,닭고기(육계),5000,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,달걀(10개),1700,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,달걀(30개),5000,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,조기(냉동수입산),3000,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,명태(러시아냉동),4000,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,오징어(생물국산),4500,18-Oct,2018-10-04,1,전통시장,은평구
219,대조시장,고등어(생물국산),2500,18-Oct,2018-10-04,1,전통시장,은평구
32,영천시장,사과(부사 300g),2500,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,배(신고 600g),3333,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,배추(2.5~3kg),2667,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,무(1kg),2500,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,양파(1.5kg망),2500,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,상추,650,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,오이(다다기),700,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,애호박,1000,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,쇠고기(한우불고기),24000,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,돼지고기(삼겹살),12000,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,닭고기(토종닭),7000,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,달걀(10개),2850,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,달걀(30개),4980,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,조기(냉동수입산),3000,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,명태(러시아냉동),3000,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,오징어(생물국산),5000,18-Oct,2018-10-04,1,전통시장,서대문구
32,영천시장,고등어(생물국산),3000,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,사과(부사 300g),2000,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,배(신고 600g),2500,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,배추(2.5~3kg),4000,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,무(1kg),2500,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,양파(1.5kg망),3000,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,상추(100g),1000,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,오이(다다기),500,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,호박,1000,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,쇠고기(한우불고기),27960,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,돼지고기(삼겹살),12000,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,닭고기(육계),55000,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,달걀(10개),4500,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,달걀(30개),6000,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,조기(냉동수입산),3000,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,명태(러시아냉동),2000,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,오징어(생물국산),5000,18-Oct,2018-10-04,1,전통시장,서대문구
31,인왕시장,고등어(생물국산),3000,18-Oct,2018-10-04,1,전통시장,서대문구
213,화곡본동시장,사과,2000,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,배(신고),2500,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,배추(2.5~3kg),4000,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,무(1kg),2500,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,양파(1.5kg망),2000,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,상추(100g),875,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,오이(다다기),600,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,호박,1000,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,쇠고기(한우불고기),29000,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,돼지고기(생삼겹살),15000,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,닭고기(육계),6000,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,달걀(10개),1933,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,달걀(30개),5800,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,조기(냉동수입산),3000,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,명태(러시아냉동),3000,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,오징어(생물국산),4500,18-Oct,2018-10-04,1,전통시장,강서구
213,화곡본동시장,고등어(생물국산),3000,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,사과,1429,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,배(신고),3000,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,배추(2.5~3kg),4000,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,무(1kg),3000,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,양파(1.5kg망),2000,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,상추(100g),1000,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,오이(다다기),700,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,호박(인큐베이터),1500,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,쇠고기(한우불고기),29000,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,돼지고기(생삼겹살),13800,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,닭고기(육계),6000,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,달걀(10개),2000,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,달걀(30개),6000,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,조기(냉동수입산),3000,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,명태(러시아냉동),3000,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,오징어(냉동국산),4000,18-Oct,2018-10-04,1,전통시장,강서구
38,송화시장,고등어(생물국산),3000,18-Oct,2018-10-04,1,전통시장,강서구
109,고척근린시장,사과,1250,18-Oct,2018-10-03,1,전통시장,구로구
109,고척근린시장,배(신고 600g),3000,18-Oct,2018-10-03,1,전통시장,구로구
109,고척근린시장,배추(2.5~3kg),5000,18-Oct,2018-10-03,1,전통시장,구로구
109,고척근린시장,무(1kg),2500,18-Oct,2018-10-03,1,전통시장,구로구
109,고척근린시장,양파(작은망),2500,18-Oct,2018-10-03,1,전통시장,구로구
109,고척근린시장,상추,750,18-Oct,2018-10-03,1,전통시장,구로구
109,고척근린시장,오이,667,18-Oct,2018-10-03,1,전통시장,구로구
109,고척근린시장,애호박,1000,18-Oct,2018-10-03,1,전통시장,구로구
109,고척근린시장,쇠고기(한우불고기),30000,18-Oct,2018-10-03,1,전통시장,구로구
